job_position,technology_skills,knowledge,skills
, Microsoft Excel ,,
Locomotive Engineers,Data base user interface and query software ,Transportation,Operation and Control
, Data entry software Expert system software ,Public Safety and Security,Operation Monitoring
, Electronic train management systems ETMS Route navigation software ,Education and Training,Active Listening
, Route mapping software Spreadsheet software ,English Language,Critical Thinking
, Microsoft Excel Time accounting software ,Customer and Personal Service,Monitoring
, Time tracking software Word processing software ,Mechanical,Speaking
, Microsoft Word ,,Judgment and Decision Making
,,,Reading Comprehension
,,,Active Learning
,,,Complex Problem Solving
,,,Time Management
,,,Coordination
,,,Writing
Locomotive Firers,,,Operation Monitoring
,,,Monitoring
,,,Operation and Control
,,,Active Listening
,,,Critical Thinking
,,,Judgment and Decision Making
,,,Time Management
,,,Complex Problem Solving
,,,Speaking
"Mates- Ship, Boat, and Barge",,Public Safety and Security,Operation Monitoring
,,Transportation,Operation and Control
,,English Language,Active Listening
,,Mechanical,Critical Thinking
,,Law and Government,Monitoring
,,Geography,Speaking
,,Administration and Management,Coordination
,,Customer and Personal Service,Instructing
,,Education and Training,Judgment and Decision Making
,,,Management of Personnel Resources
,,,Time Management
,,,Complex Problem Solving
,,,Reading Comprehension
,,,Social Perceptiveness
Motorboat Operators,,Customer and Personal Service,Operation and Control
,,Geography,Operation Monitoring
,,Mechanical,Speaking
,,Transportation,Active Listening
,,Public Safety and Security,Judgment and Decision Making
,,Biology,Critical Thinking
,,English Language,Equipment Maintenance
,,,Monitoring
,,,Complex Problem Solving
,,,Quality Control Analysis
,,,Service Orientation
,,,Social Perceptiveness
,,,Troubleshooting
,,,Active Learning
,,,Coordination
,,,Management of Personnel Resources
"Packers and Packagers, Hand",Computer aided design CAD software   ,,
, Autodesk AutoCAD Data base user interface and query software ,,
, Data entry software Enterprise resource planning ERP software   ,,
, SAP Inventory management software ,,
, Inventory tracking software Office suite software ,,
, Microsoft Office Spreadsheet software ,,
, Microsoft Excel ,,
"Pilots, Ship",,Transportation,Operation and Control
,,Law and Government,Operation Monitoring
,,Public Safety and Security,Active Listening
,,Geography,Critical Thinking
,,Education and Training,Speaking
,,Telecommunications,Complex Problem Solving
,,English Language,Monitoring
,,Administration and Management,Coordination
,,Mechanical,Judgment and Decision Making
,,,Active Learning
,,,Reading Comprehension
,,,Time Management
,,,Instructing
,,,Service Orientation
"Pump Operators, Except Wellhead Pumpers",Data base user interface and query software ,Public Safety and Security,Operation Monitoring
, Data entry software Facilities management software ,Mechanical,Monitoring
, Computerized maintenance management system CMMS Industrial control software ,Production and Processing,Critical Thinking
, Supervisory control and data acquisition SCADA software Office suite software ,Computers and Electronics,Operation and Control
, Microsoft Office Spreadsheet software ,English Language,Active Listening
, Microsoft Excel Word processing software ,Education and Training,Reading Comprehension
, Microsoft Word ,,Writing
,,,Speaking
,,,Judgment and Decision Making
,,,Quality Control Analysis
"Rail Yard Engineers, Dinkey Operators, and Hostlers",,,Operation and Control
,,,Operation Monitoring
,,,Active Listening
,,,Complex Problem Solving
,,,Monitoring
,,,Quality Control Analysis
,,,Speaking
,,,Critical Thinking
,,,Judgment and Decision Making
,,,Reading Comprehension
,,,Time Management
,,,Coordination
,,,Troubleshooting
,,,Management of Personnel Resources
"Railroad Brake, Signal, and Switch Operators",,,Active Listening
,,,Monitoring
,,,Operation Monitoring
,,,Reading Comprehension
,,,Critical Thinking
,,,Operation and Control
,,,Judgment and Decision Making
,,,Speaking
,,,Time Management
Railroad Conductors and Yardmasters,,,Coordination
,,,Monitoring
,,,Speaking
,,,Critical Thinking
,,,Active Listening
,,,Judgment and Decision Making
,,,Time Management
,,,Operation Monitoring
,,,Complex Problem Solving
,,,Operation and Control
,,,Reading Comprehension
,,,Active Learning
,,,Management of Personnel Resources
,,,Persuasion
,,,Quality Control Analysis
,,,Systems Analysis
,,,Systems Evaluation
,,,Writing
Recycling Coordinators,Calendar and scheduling software ,Customer and Personal Service,Speaking
, Work scheduling software Data base user interface and query software ,Administration and Management,Management of Personnel Resources
, Microsoft Access Electronic mail software ,Clerical,Active Listening
, Email software Enterprise resource planning ERP software   ,Education and Training,Coordination
, SAP Internet browser software ,Production and Processing,Critical Thinking
, Web browser software Office suite software ,Mathematics,Time Management
, Microsoft Office Presentation software ,English Language,Monitoring
, Microsoft PowerPoint Spreadsheet software ,Public Safety and Security,Reading Comprehension
, Microsoft Excel Word processing software ,Computers and Electronics,Judgment and Decision Making
, Microsoft Word ,Personnel and Human Resources,Social Perceptiveness
,,Transportation,Active Learning
,,,Persuasion
,,,Writing
,,,Complex Problem Solving
,,,Learning Strategies
,,,Service Orientation
Sailors and Marine Oilers,,,Operation Monitoring
,,,Operation and Control
,,,Monitoring
,,,Active Listening
,,,Critical Thinking
,,,Repairing
,,,Troubleshooting
,,,Complex Problem Solving
,,,Coordination
,,,Judgment and Decision Making
,,,Quality Control Analysis
,,,Speaking
,,,Time Management
Ship and Boat Captains,Computer aided design CAD software   ,Transportation,Judgment and Decision Making
, Autodesk Revit Data base user interface and query software ,Public Safety and Security,Active Listening
, KNMI TurboWin,Law and Government,Complex Problem Solving
, Log book software Facilities management software ,Mechanical,Coordination
, Computerized maintenance management system CMMS Office suite software ,Administration and Management,Critical Thinking
, Microsoft Office Route navigation software ,Customer and Personal Service,Operation and Control
, Jeppesen Marine Nobeltec Admiral,Geography,Speaking
, Maptech The CAPN Spreadsheet software ,Education and Training,Active Learning
, Microsoft Excel ,English Language,Management of Personnel Resources
,,,Monitoring
,,,Operation Monitoring
,,,Social Perceptiveness
,,,Time Management
,,,Instructing
,,,Reading Comprehension
,,,Persuasion
,,,Writing
,,,Service Orientation
Ship Engineers,,Mechanical,Critical Thinking
,,Administration and Management,Operation and Control
,,Engineering and Technology,Operation Monitoring
,,English Language,Equipment Maintenance
,,Transportation,Troubleshooting
,,Mathematics,Monitoring
,,Public Safety and Security,Repairing
,,,Active Listening
,,,Complex Problem Solving
,,,Speaking
,,,Reading Comprehension
,,,Equipment Selection
,,,Judgment and Decision Making
,,,Quality Control Analysis
,,,Writing
,,,Active Learning
,,,Coordination
,,,Systems Analysis
,,,Time Management
Subway and Streetcar Operators,,,Operation and Control
,,,Operation Monitoring
,,,Active Listening
,,,Speaking
,,,Monitoring
,,,Critical Thinking
,,,Judgment and Decision Making
,,,Service Orientation
,,,Reading Comprehension
,,,Social Perceptiveness
,,,Time Management
,,,Active Learning
,,,Complex Problem Solving
,,,Coordination
"Tank Car, Truck, and Ship Loaders",,Production and Processing,Operation and Control
,,Administration and Management,Operation Monitoring
,,Mechanical,Monitoring
,,Customer and Personal Service,Coordination
,,Public Safety and Security,Critical Thinking
,,Transportation,Quality Control Analysis
,,,Reading Comprehension
,,,Speaking
,,,Time Management
,,,Writing
,,,Judgment and Decision Making
Taxi Drivers and Chauffeurs,,,Active Listening
,,,Operation and Control
,,,Monitoring
,,,Operation Monitoring
,,,Service Orientation
,,,Social Perceptiveness
,,,Speaking
,,,Time Management
"Transportation Attendants, Except Flight Attendants",Calendar and scheduling software ,,Service Orientation
, Appointment scheduling software Data base user interface and query software ,,Active Listening
, Data entry software Electronic mail software ,,Social Perceptiveness
, Email software Operating system software ,,Speaking
, Microsoft Windows Time accounting software ,,Monitoring
, Time tracking software Word processing software ,,Coordination
, Microsoft Word ,,Persuasion
,,,Reading Comprehension
Wellhead Pumpers,,,Operation Monitoring
,,,Operation and Control
,,,Critical Thinking
,,,Monitoring
,,,Repairing
,,,Complex Problem Solving
,,,Equipment Maintenance
,,,Speaking
,,,Judgment and Decision Making
Air Traffic Controllers,,Transportation,Active Listening
,,English Language,Speaking
,,Education and Training,Critical Thinking
,,Public Safety and Security,Judgment and Decision Making
,,Customer and Personal Service,Complex Problem Solving
,,Geography,Monitoring
,,Telecommunications,Coordination
,,Mathematics,Active Learning
,,Computers and Electronics,Reading Comprehension
,,,Time Management
,,,Social Perceptiveness
,,,Operation Monitoring
,,,Systems Analysis
,,,Instructing
,,,Learning Strategies
,,,Service Orientation
,,,Systems Evaluation
,,,Writing
Airfield Operations Specialists,Accounting software ,Transportation,Active Listening
, Intuit QuickBooks Calendar and scheduling software ,Public Safety and Security,Critical Thinking
, Operations scheduling software Data base user interface and query software ,Customer and Personal Service,Reading Comprehension
, Data entry software  ,English Language,Speaking
